0.0,0.2836411533289517,0.5779395201564853,0.7395680728871739,0.6485501851385609,0.6014147985493563,0.665365010952753,0.6109184824827985,0.4119953569480386,0.4156248182530227,0.6143578934085441,0.6556593856688582,0.0
0.0,0.26201374683674905,0.5349807611399986,0.3877413819108101,0.650179248941585,0.9867940736111162,0.26042080323909395,0.5911203219372212,0.5191443775051794,0.7423635897531466,0.4325225707438171,0.002958296346936722,0.0
0.0,0.23370773425958918,0.2541364685385455,0.27081896082993134,0.6803352862684809,0.8364982310877802,0.3757024423260498,0.36790400103406995,0.7711277810264574,0.7779666554984035,0.18843331405042424,-0.424612312077362,0.0
0.0,0.07635553555567007,-0.02115238627864113,0.3894826857848163,0.5452117963590468,0.36283152347371583,0.7184585949538478,0.3976269589311759,0.7727064607790901,0.4994098687471888,-0.055216293051909254,-0.27786082845465765,0.0
0.0,-0.1662735584692948,0.003911804731434119,0.35191018935269175,0.220010473034837,0.18778033307510858,0.6960329734499346,0.7994547316028244,0.4034869935388446,0.07835763159320051,-0.12657091116808203,0.1654519045751995,0.0
0.0,-0.2064791083460209,0.1377141945471233,0.031098945085729475,-0.04355370310725364,0.3428257281509702,0.42065202248967803,0.924799015354141,0.046144158965558534,-0.2610944278141755,0.07905763290599202,0.35456121363891474,0.0
0.0,0.06559680433970462,0.020127287101997668,-0.2732876315877456,-0.032292203477579856,0.33335191711753465,0.3666199679628117,0.3423340768374545,-0.07792258193602691,-0.21173125267159956,0.24148571267959285,0.18201625214998965,0.0
0.0,0.2708212000756068,-0.22537252679493372,-0.2720710950182249,0.06525048395000946,0.11699289263701373,0.271352230440287,-0.44221767914832655,-0.05966277595792882,0.18821166275618284,0.09996767840776045,-0.07378126088978305,0.0
0.0,0.06532658118670247,-0.24675478920815927,-0.03532259312358038,0.0012067826918337999,-0.07110641636681368,-0.2360416021141628,-0.6556928578710064,-0.1114413437040741,0.3843085808457494,-0.09940666015662801,-0.1911694318913517,0.0
0.0,-0.33013950699479977,0.007013331406182458,0.11004176115522414,-0.13587762797269054,-0.3143241121801216,-0.8399009686907007,-0.31633850045240886,-0.1980863573068574,0.018677952936174042,-0.11705386604288473,-0.13208629930143817,0.0
0.0,-0.3436446348983886,0.11920172889866515,0.05337600802004613,-0.2539715046098829,-0.7008942271798655,-0.8496005626563913,-0.21128204681958002,-0.24722242073719117,-0.5456734454922609,-0.08082342032777207,0.01769116373437532,0.0
0.0,0.1024360280172506,-0.08149337121484697,-0.15069041419095447,-0.4370999662426862,-0.9072928971339717,-0.3811413726305722,-0.527709618288308,-0.4364015731292648,-0.6726048656913606,-0.26066944978017986,0.08589353384495271,0.0
